longTermAdminNm,longTermAdminSym,longTermAdminCd,hmPostNo,TelNo,siDoCd,siGunGuCd,detailAddr,ratingCd,ratingDate,ratingGrade,adminPttnName,longTermPeribRgtDt,StpRptDt,opRating,safeRating,rightRating,processRating,resultRating
(A)은빛사랑,31135000318,C01,,,,,,2019년 정기평가,2019-05-23,A,방문요양,2014-12-24,2014-12-24,91,100,88,93,100
열린재가복지센터,31135000424,C01,,,,,,2019년 정기평가,2019-07-15,B,방문요양,2017-12-30,2017-12-30,89,70,86,88,86
(A)효사랑나눔재가센터,31135000413,C01,,,,,,2019년 정기평가,2019-05-14,B,방문요양,2017-09-20,2017-09-20,76,100,91,69,100
부모사랑 사회복지센터,31135000074,C01,,,,,,2019년 정기평가,2019-05-20,B,방문요양,2008-11-24,2008-11-24,65,100,86,76,100
선보재가노인복지센터,31135000190,C01,,,,,,2019년 정기평가,2019-07-02,E,방문요양,2010-07-26,2010-07-26,94,90,73,78,94
개미방문요양센터,31135000340,C01,,,,,,2019년 정기평가,2019-08-26,A,방문요양,2015-07-01,2015-07-01,84,100,88,87,100
경성실버복지센터,31135000332,C01,,,,,,2019년 정기평가,2019-08-23,B,방문요양,2015-01-16,2015-01-16,82,90,70,76,100
스마일방문요양센터,31135000296,C01,,,,,,2019년 정기평가,2019-08-23,D,방문요양,2014-05-02,2014-05-02,72,90,48,84,98
생명샘요양보호사파견센터,31135000228,C01,,,,,,2019년 정기평가,2019-07-02,D,방문요양,2011-11-01,2011-11-01,42,90,91,57,100
파티마재가복지센터,31135000040,C01,,,,,,2019년 정기평가,2019-07-02,A,방문요양,2008-07-02,2008-07-02,98,100,88,91,100
돌보인방문요양센터 상계점,31135000278,C01,,,,,,2019년 정기평가,2019-04-23,A,방문요양,2013-12-11,2013-12-11,86,100,92,97,92
성민재가장기요양센터,31135000044,C01,,,,,,2019년 정기평가,2019-03-25,A,방문요양,2008-07-10,2008-07-09,97,100,91,94,100
기쁨재가복지센터,31135000312,C01,,,,,,2019년 정기평가,2019-03-18,B,방문요양,2014-09-29,2014-09-29,88,100,96,72,100
사회복지법인 한국봉사회 북부다나을방문요양센터,31135000084,C01,,,,,,2019년 정기평가,2019-05-23,A,방문요양,2009-02-23,2009-02-23,100,100,95,87,100
동훈재가노인복지센터,31135000262,C01,,,,,,2019년 정기평가,2019-03-18,B,방문요양,2013-05-01,2013-05-01,92,100,60,97,100
어진모노인복지센터,31135000408,C01,,,,,,2019년 정기평가,2019-09-09,B,방문요양,2017-08-01,2017-08-01,92,100,66,88,96
(A)은혜재가복지센터,31135000388,C01,,,,,,2019년 정기평가,2019-08-01,C,방문요양,2017-02-28,2017-02-28,77,80,69,59,100
나눔과행복,31135000214,C01,,,,,,2019년 정기평가,2019-08-19,C,방문요양,2011-02-25,2011-02-25,92,80,79,58,100
나눔복지재가센터,31135000412,C01,,,,,,2019년 정기평가,2019-03-11,C,방문요양,2017-09-01,2017-09-01,73,80,73,54,98
맑은숲돌봄협동조합,31135000294,C01,,,,,,2019년 정기평가,2019-08-26,B,방문요양,2014-05-01,2014-05-01,65,100,86,90,92
청지기재가센터,31135000258,C01,,,,,,2019년 정기평가,2019-07-02,B,방문요양,2013-04-01,2013-04-01,66,100,91,80,90
희망씨앗 재가복지센터,31135000180,C01,,,,,,2019년 정기평가,2019-03-21,B,방문목욕,2010-06-18,2010-06-18,97,100,70,71,100
효자재가복지센터,31135000266,C01,,,,,,2019년 정기평가,2019-08-16,E,방문목욕,2013-06-01,2013-06-01,69,60,56,36,100
행복실버케어,31135000222,C01,,,,,,2019년 정기평가,2019-03-25,D,방문목욕,2011-07-26,2011-07-26,86,50,54,62,100
부모사랑 사회복지센터,31135000074,C01,,,,,,2019년 정기평가,2019-05-20,C,방문목욕,2008-11-24,2008-11-24,76,95,56,62,100
개미방문요양센터,31135000340,C01,,,,,,2019년 정기평가,2019-08-26,C,방문목욕,2015-07-01,2015-07-01,96,95,57,83,100
기쁨재가복지센터,31135000312,C01,,,,,,2019년 정기평가,2019-03-18,B,방문목욕,2014-09-29,2014-09-29,88,95,70,83,88
사회복지법인 한국봉사회 북부다나을방문요양센터,31135000084,C01,,,,,,2019년 정기평가,2019-05-23,A,방문목욕,2009-02-23,2009-02-23,100,100,82,89,100
열린재가복지센터,31135000424,C01,,,,,,2019년 정기평가,2019-07-15,C,방문간호,2017-12-30,2017-12-30,92,58,91,79,100
고수련노인복지센터,31135000116,C02,,,,,,2019년 정기평가,2019-04-23,A,방문간호,2009-08-04,2009-08-04,100,92,100,89,100
파티마재가복지센터,31135000040,C01,,,,,,2019년 정기평가,2019-07-02,A,방문간호,2008-07-02,2008-07-02,100,100,91,97,100
노원실버데이케어센터,21135000291,B03,,,,,,2019년 정기평가,2019-05-03,B,주야간보호,2014-03-28,2014-03-28,88,92,85,82,90
수락데이케어센터,21135000397,B03,,,,,,2019년 정기평가,2019-10-11,A,주야간보호,2017-05-02,2017-05-02,88,100,100,88,95
노원바른데이케어,31135000406,C03,,,,,,2019년 정기평가,2019-04-09,B,주야간보호,2017-07-26,2017-07-26,88,100,91,79,90
효사랑나눔데이케어센터,21135000390,B03,,,,,,2019년 정기평가,2019-05-14,B,주야간보호,2017-03-02,2017-03-02,84,83,89,77,85
부모사랑데이케어센터,21135000313,B03,,,,,,2019년 정기평가,2019-05-20,B,주야간보호,2014-10-07,2014-10-07,84,91,91,72,100
상계데이케어센터,21135000024,B03,,,,,,2019년 정기평가,2019-09-25,A,주야간보호,2008-06-17,2008-06-17,93,100,100,81,100
상계동성당데이케어센터,21135000336,B03,,,,,,2019년 정기평가,2019-09-25,A,주야간보호,2015-05-01,2015-05-01,97,100,97,93,95
한세(주.야간)노인복지센터,31135000338,C03,,,,,,2019년 정기평가,2019-10-17,D,주야간보호,2015-06-01,2015-06-01,61,93,60,67,95
평화행복한데이케어센터,21135000128,B03,,,,,,2019년 정기평가,2019-06-10,A,주야간보호,2009-10-23,2009-10-20,84,93,91,87,95
노원인지재활 데이케어센터,31135000356,C03,,,,,,2019년 정기평가,2019-05-14,B,주야간보호,2015-11-11,2015-11-11,72,86,89,73,97
중계데이케어센터,21135000017,B03,,,,,,2019년 정기평가,2019-05-23,A,주야간보호,2008-06-09,2002-03-20,100,89,100,93,100
태릉365데이케어센터,21135000350,B03,,,,,,2019년 정기평가,2019-10-16,E,주야간보호,2015-10-01,2015-10-01,41,69,58,40,85
햇님달님데이케어센터 상계점,31135000380,C01,,,,,,2019년 정기평가,2019-06-17,E,주야간보호,2016-11-04,2016-11-04,51,57,79,45,90
김&정 사랑복지센터,31141000128,C01,,,,,,2019년 정기평가,2019-03-07,C,방문요양,2011-01-01,2011-01-01,84,55,76,52,100
서울방문요양센터,31141000138,C01,,,,,,2019년 정기평가,2019-06-25,E,방문요양,2011-06-01,2011-06-01,64,60,78,45,100
하하방문요양센터,31141000192,C01,,,,,,2019년 정기평가,2019-03-25,C,방문요양,2014-10-30,2014-10-30,63,80,79,74,100
아름다운복지센터,31141000206,C01,,,,,,2019년 정기평가,2019-07-30,B,방문요양,2016-03-14,2016-03-14,67,90,92,87,100
백운재가노인복지지원센터,31141000176,C01,,,,,,2019년 정기평가,2019-04-25,B,방문요양,2014-03-27,2014-03-27,86,100,79,80,100
중앙소규모요양시설,21141000038,B01,,,,,,2019년 정기평가,2019-03-25,B,방문요양,2008-06-27,2008-06-27,78,75,65,85,100
벽산재가복지센터,31141000180,C01,,,,,,2019년 정기평가,2019-04-25,B,방문요양,2014-05-01,2014-05-01,83,90,88,75,92
현대홈노인복지지원센터,31141000188,C01,,,,,,2019년 정기평가,2019-09-10,B,방문요양,2014-09-16,2014-09-16,73,80,95,84,100
'(A)비지팅엔젤스 서대문지점,31141000168,C01,,,,,,2019년 정기평가,2019-09-23,B,방문요양,2013-12-02,2013-12-02,66,100,92,87,100
장수재가복지센터,21141000226,B03,,,,,,2019년 정기평가,2019-09-19,E,방문요양,2017-11-15,2017-11-15,55,50,44,39,100
가재울재가장기요양센터,31141000100,C01,,,,,,2019년 정기평가,2019-07-30,B,방문요양,2010-04-07,2010-04-07,91,90,92,78,100
효림데이케어센터,21141000013,B01,,,,,,2019년 정기평가,2019-05-17,B,방문요양,2008-06-19,2005-10-18,85,80,73,72,96
(주)영광요양재가센터,31141000166,C01,,,,,,2019년 정기평가,2019-03-07,B,방문요양,2013-10-18,2013-10-18,96,90,91,79,98
동신방문요양센터,31141000058,C01,,,,,,2019년 정기평가,2019-03-14,E,방문요양,2009-02-04,2009-02-04,45,55,53,52,90
홍은종합사회복지관,31141000020,C01,,,,,,2019년 정기평가,2019-08-26,A,방문목욕,2008-06-30,2008-06-30,96,90,86,91,100
연희방문간호센터,31141000070,C05,,,,,,2019년 정기평가,2019-08-26,E,방문간호,2009-08-12,2009-08-12,66,25,71,51,100
굿 데이케어센터,21141000220,B03,,,,,,2019년 정기평가,2019-08-08,B,주야간보호,2017-09-01,2017-09-01,73,100,91,78,95
행복드림복지협동조합,21141000161,B03,,,,,,2019년 정기평가,2019-04-19,A,주야간보호,2013-08-09,2013-08-09,93,93,100,95,85
시립서대문노인종합복지관주간보호센터,21141000044,B03,,,,,,2019년 정기평가,2019-07-19,A,주야간보호,2008-10-31,2008-10-31,79,94,100,95,100
장수재가복지센터,21141000226,B03,,,,,,2019년 정기평가,2019-09-19,E,주야간보호,2017-11-15,2017-11-15,73,49,52,26,80
효림데이케어센터,21141000013,B01,,,,,,2019년 정기평가,2019-05-17,A,주야간보호,2008-06-19,2005-10-18,84,94,100,90,95
구립서대문데이케어센터,21141000072,B03,,,,,,2019년 정기평가,2019-05-17,A,주야간보호,2009-08-18,2009-08-18,98,94,100,95,95
구립북가좌데이케어센터,21141000175,B03,,,,,,2019년 정기평가,2019-05-17,B,주야간보호,2014-03-24,2014-03-24,81,100,81,73,95
남가좌데이케어센터,21141000222,B03,,,,,,2019년 정기평가,2019-10-15,C,주야간보호,2017-09-29,2017-09-29,97,93,100,58,95
장수재가복지센터,21141000226,B03,,,,,,2019년 정기평가,2019-09-19,E,단기보호,2017-11-15,2017-11-15,61,49,59,28,81
호현상사,31141000152,C06,,,,,,2019년 정기평가,2019-06-25,E,복지용구,2012-11-22,2012-11-22,82,75,67,0,91
보건연세의료기,31141000214,C06,,,,,,2019년 정기평가,2019-09-10,D,복지용구,2017-01-10,2017-01-10,73,100,75,43,100
이원건강의료기,31141000064,C06,,,,,,2019년 정기평가,2019-03-14,B,복지용구,2009-04-09,2009-04-09,81,100,82,68,100
사랑재가센터,31147000326,C01,,,,,,2019년 정기평가,2019-08-02,D,방문요양,2016-12-29,2016-12-29,64,60,58,66,100
(주)잡모아 재가요양센터,31147000030,C01,,,,,,2019년 정기평가,2019-08-06,B,방문요양,2008-08-06,2008-08-06,76,90,82,82,100
행운요양복지센터,31147000108,C01,,,,,,2019년 정기평가,2019-08-26,A,방문요양,2009-12-16,2009-12-16,96,100,95,92,92
웃음드림 방문요양센터,31147000254,C01,,,,,,2019년 정기평가,2019-04-16,B,방문요양,2013-10-14,2013-10-10,94,70,92,75,98
백년케어복지센터,31147000034,C01,,,,,,2019년 정기평가,2019-04-09,A,방문요양,2008-08-14,2008-08-14,95,100,92,89,94
삼성재가복지센터,31147000300,C01,,,,,,2019년 정기평가,2019-07-09,C,방문요양,2015-08-17,2015-08-17,79,75,63,81,100
가람은나래노인복지센터,31147000058,C01,,,,,,2019년 정기평가,2019-04-23,C,방문요양,2009-01-09,2009-01-07,55,80,83,75,100
나이팅게일 노인복지센터,31147000052,C01,,,,,,2019년 정기평가,2019-09-17,B,방문요양,2008-12-12,2008-12-11,72,100,83,81,100
어르신이 편안한 재가요양센터,31147000056,C01,,,,,,2019년 정기평가,2019-03-21,A,방문요양,2008-12-26,2008-12-23,97,100,91,93,90
목동종합사회복지관병설목동노인복지센터,31147000174,C01,,,,,,2019년 정기평가,2019-09-30,C,방문요양,2011-02-21,2011-02-21,97,80,70,66,100
효사랑방문요양센터,31147000314,C01,,,,,,2019년 정기평가,2019-07-09,B,방문요양,2016-03-17,2016-03-17,72,100,82,73,98
찾아가는 방문요양센터,31147000112,C01,,,,,,2019년 정기평가,2019-09-16,B,방문요양,2009-12-18,2009-12-18,91,100,75,78,100
새희망노인복지센터,31147000008,C01,,,,,,2019년 정기평가,2019-04-16,D,방문요양,2008-06-16,2008-06-16,68,50,70,46,82
로하스노인복지센터,31147000344,C01,,,,,,2019년 정기평가,2019-08-12,D,방문요양,2017-11-03,2017-11-03,52,50,92,48,92
기쁨주는재가복지센터,31147000042,C01,,,,,,2019년 정기평가,2019-05-20,C,방문요양,2008-10-21,2008-10-21,76,80,82,66,100
금빛사랑재가복지센터,31147000304,C01,,,,,,2019년 정기평가,2019-05-24,A,방문요양,2015-09-23,2015-09-23,80,100,95,90,100
기쁨사랑복지센터,31147000208,C01,,,,,,2019년 정기평가,2019-09-16,B,방문요양,2011-11-29,2011-11-29,72,90,79,74,92
행복바라기 재가복지센터,31147000332,C01,,,,,,2019년 정기평가,2019-05-20,C,방문요양,2017-05-10,2017-05-10,61,100,86,68,92
행복재가복지센터,31147000272,C01,,,,,,2019년 정기평가,2019-07-02,B,방문요양,2014-04-18,2014-04-18,98,100,83,80,92
'(Hi)하이케어서비스'재가방문센터,31147000142,C01,,,,,,2019년 정기평가,2019-05-24,A,방문요양,2010-05-27,2010-05-27,97,100,95,88,92
늘사랑 재가복지센터,31147000260,C01,,,,,,2019년 정기평가,2019-08-06,B,방문요양,2014-01-02,2014-01-02,75,80,91,71,100
행복한 우리들 노인복지센터,31147000122,C01,,,,,,2019년 정기평가,2019-03-21,D,방문요양,2010-01-11,2010-01-11,54,60,61,47,100
어르신이 행복한 세상,31147000097,C01,,,,,,2019년 정기평가,2019-08-02,B,방문요양,2009-11-01,2009-11-01,66,90,95,92,100
신영재가노인복지센터,31147000292,C01,,,,,,2019년 정기평가,2019-03-19,D,방문요양,2015-05-11,2015-05-11,57,60,60,49,94
(주)늘푸른 한가족,31147000150,C01,,,,,,2019년 정기평가,2019-09-09,A,방문요양,2010-08-12,2010-08-12,97,100,83,85,100
신목동 노인복지센터,31147000078,C01,,,,,,2019년 정기평가,2019-08-26,B,방문요양,2009-07-14,2009-07-14,71,100,86,73,98
해맑음 재가요양센터,31147000264,C01,,,,,,2019년 정기평가,2019-05-21,A,방문요양,2014-03-01,2014-03-01,95,100,92,87,100
참조은 재가복지센터,31147000342,C01,,,,,,2019년 정기평가,2019-04-23,D,방문요양,2017-09-19,2017-09-19,93,100,67,83,92
해맑음 재가요양센터,31147000264,C01,,,,,,2019년 정기평가,2019-05-21,B,방문목욕,2014-03-01,2014-03-01,83,100,65,79,100
백년케어복지센터,31147000034,C01,,,,,,2019년 정기평가,2019-04-09,A,방문간호,2008-08-14,2008-08-14,100,100,96,89,100
신목행복자리 데이케어센터,21147000092,B01,,,,,,2019년 정기평가,2019-08-05,D,주야간보호,2009-08-25,2009-08-25,100,95,91,76,95
양천어르신종합복지관병설양천데이케어센터,21147000060,B03,,,,,,2019년 정기평가,2019-09-30,A,주야간보호,2009-01-29,2009-01-29,100,100,100,93,95
목동종합사회복지관병설목동노인복지센터,21147000176,B03,,,,,,2019년 정기평가,2019-09-30,B,주야간보호,2011-02-21,2011-02-21,91,99,93,66,95
한빛데이케어센터,21147000011,B03,,,,,,2019년 정기평가,2019-09-25,B,주야간보호,2008-06-16,2007-02-05,88,89,91,83,95
구립양천데이케어센터,21147000184,B03,,,,,,2019년 정기평가,2019-09-25,A,주야간보호,2011-04-01,2011-04-01,91,94,100,85,95
나래의료기(양천점),31147000338,C06,,,,,,2019년 정기평가,2019-08-12,C,복지용구,2017-07-11,2017-07-11,64,100,75,62,100
하나의료기,31147000226,C06,,,,,,2019년 정기평가,2019-09-09,E,복지용구,2012-07-18,2012-07-18,33,100,53,43,91
나래의료기,31147000158,C06,,,,,,2019년 정기평가,2019-07-02,B,복지용구,2010-11-01,2010-11-01,67,100,75,68,100
어르신이행복한세상,31147000166,C06,,,,,,2019년 정기평가,2019-08-02,C,복지용구,2010-11-25,2010-11-25,88,100,85,50,91
구일재가장기요양기관,31153000018,C01,,,,,,2019년 정기평가,2019-08-06,B,방문요양,2008-06-24,2008-06-24,90,60,88,81,98
구로나누미 노인복지센터,31153000068,C01,,,,,,2019년 정기평가,2019-08-20,A,방문요양,2009-01-30,2009-01-22,90,90,100,90,98
참좋은재가노인복지센터,31153000256,C01,,,,,,2019년 정기평가,2019-09-18,D,방문요양,2016-05-12,2016-05-12,50,60,54,57,96
서로사랑복지센터,31153000272,C01,,,,,,2019년 정기평가,2019-09-17,B,방문요양,2017-03-21,2017-03-21,76,80,95,71,100
정성다해노인복지센터,31153000158,C01,,,,,,2019년 정기평가,2019-04-23,A,방문요양,2011-07-27,2011-07-27,94,90,92,81,100
샤론방문요양센터,31153000224,C01,,,,,,2019년 정기평가,2019-03-15,C,방문요양,2014-07-15,2014-07-15,72,100,84,65,92
굿모닝어르신복지센터,31153000240,C01,,,,,,2019년 정기평가,2019-04-04,C,방문요양,2015-10-19,2015-10-12,61,90,91,66,98
실버노인복지센터,31153000282,C01,,,,,,2019년 정기평가,2019-03-15,B,방문요양,2017-06-26,2017-06-26,78,90,95,67,100
구로사랑노인복지센터,31153000280,C01,,,,,,2019년 정기평가,2019-03-15,B,방문요양,2017-06-07,2017-06-07,70,100,73,75,100
개봉한마음재가센터,31153000112,C01,,,,,,2019년 정기평가,2019-03-25,A,방문요양,2009-12-14,2009-12-07,91,90,91,85,92
참사랑노인복지센터,31153000284,C01,,,,,,2019년 정기평가,2019-08-13,A,방문요양,2017-07-05,2017-07-05,94,100,86,90,96
이화재가복지센터,31153000296,C01,,,,,,2019년 정기평가,2019-03-25,D,방문요양,2017-12-29,2017-12-26,59,60,63,63,100
(주)으뜸노인복지센터,31153000156,C01,,,,,,2019년 정기평가,2019-03-07,B,방문요양,2011-06-08,2011-06-08,83,80,88,76,100
참사랑재가센터,31153000190,C01,,,,,,2019년 정기평가,2019-06-03,E,방문요양,2013-04-05,2013-04-05,80,70,96,56,100
(A)방문천사비지팅엔젤스,31153000057,C01,,,,,,2019년 정기평가,2019-04-04,A,방문요양,2008-12-30,2008-12-30,98,95,95,94,100
구로섬김노인복지센터,31153000238,C01,,,,,,2019년 정기평가,2019-03-15,B,방문요양,2015-08-27,2015-08-27,80,90,83,77,100
예성복지센터,31153000244,C01,,,,,,2019년 정기평가,2019-06-11,B,방문요양,2015-12-01,2015-12-01,91,90,88,79,100
어르신먼저노인복지센터,31153000104,C01,,,,,,2019년 정기평가,2019-09-17,E,방문요양,2009-11-16,2009-11-09,51,100,65,60,100
새사랑노인복지센터,31153000100,C01,,,,,,2019년 정기평가,2019-08-20,A,방문요양,2009-10-09,2009-10-01,90,100,95,94,100
사랑나눔노인복지센터,21153000088,B01,,,,,,2019년 정기평가,2019-06-03,C,방문요양,2009-07-17,2009-07-17,59,90,79,78,100
엘림방문요양센터,31153000286,C01,,,,,,2019년 정기평가,2019-08-16,A,방문요양,2017-07-25,2017-07-25,88,100,100,85,92
현대재가복지센터,31153000270,C01,,,,,,2019년 정기평가,2019-03-06,C,방문요양,2017-02-14,2017-02-14,61,70,91,63,100
행복동행재가복지센터,31153000242,C01,,,,,,2019년 정기평가,2019-07-30,D,방문요양,2015-11-01,2015-11-01,71,55,66,52,100
늘푸른복지센터,31153000106,C01,,,,,,2019년 정기평가,2019-08-13,B,방문요양,2009-11-20,2009-11-20,82,90,82,78,90
은빛사랑채노인복지센터,31153000222,C01,,,,,,2019년 정기평가,2019-08-20,D,방문요양,2014-06-19,2014-06-19,53,80,65,56,100
구로소망 노인복지센터,31153000094,C01,,,,,,2019년 정기평가,2019-03-06,C,방문요양,2009-08-17,2009-08-17,75,100,66,54,100
